Ingredient code,Ingredient description,ingredient_clean,taxon.food.description,taxon_clean,Similarity,Level.code,match,correct_code
3098,"Babyfood, vegetables, beets, strained",strained babyfood beet vegetable,Vegetables with grain baby food,baby grain vegetable,0.745,765,n,76
3099,"Babyfood, vegetables, carrots, strained",carrot babyfood strained vegetable,Vegetables with grain baby food,baby grain vegetable,0.676,765,n,76
3100,"Babyfood, vegetables, carrots, junior",junior carrot babyfood vegetable,Vegetables with meat baby food,meat baby vegetable,0.582,766,n,76
3104,"Babyfood, vegetables, squash, strained",squash babyfood strained vegetable,Squash and vegetables,squash vegetable,0.768,75316,n,76
3105,"Babyfood, vegetables, squash, junior",junior squash babyfood vegetable,Squash and vegetables,squash vegetable,0.734,75316,n,76
3108,"Babyfood, vegetables, sweet potatoes strained",babyfood strained sweet potato vegetable,Beef with vegetable no potatoes,potato beef vegetable,0.685,2741,n,76
3109,"Babyfood, vegetables, sweet potatoes, junior",babyfood sweet junior potato vegetable,Beef with vegetable no potatoes,potato beef vegetable,0.657,2741,n,76
3112,"Babyfood, potatoes, toddler",potato toddler babyfood,Bread potato,potato bread,0.477,51127,n,76
3114,"Babyfood, vegetable, butternut squash and corn",butternut babyfood corn squash vegetable,Squash and vegetables,squash vegetable,0.652,75316,n,76
3115,"Babyfood, apples, dices, toddler",dice toddler apple babyfood,Apple baby food,apple baby,0.559,67101,,
3116,"Babyfood, fruit, applesauce, strained",fruit applesauce babyfood strained,Applesauce and other fruit baby food,fruit applesauce baby other,0.75,67104,,
3117,"Babyfood, fruit, applesauce, junior",fruit applesauce babyfood junior,Applesauce and other fruit baby food,fruit applesauce baby other,0.717,67104,,
3118,"Babyfood, fruit, apricot with tapioca, strained",apricot babyfood fruit strained tapioca,Apricot,apricot,0.545,62104,n,67100
3119,"Babyfood, vegetables, corn, creamed, strained",creamed babyfood corn strained vegetable,Vegetables with grain baby food,baby grain vegetable,0.654,765,n,76
3120,"Babyfood, vegetables, corn, creamed, junior",creamed babyfood corn junior vegetable,Vegetables with meat baby food,meat baby vegetable,0.589,766,n,76
3121,"Babyfood, vegetables, peas, strained",pea babyfood strained vegetable,Vegetables with grain baby food,baby grain vegetable,0.747,765,n,76
3122,"Babyfood, peas, dices, toddler",dice toddler pea babyfood,Pears baby food,baby pear,0.392,67109,n,76
3127,"Babyfood, vegetables, spinach, creamed, strained",creamed babyfood strained spinach vegetable,Vegetables with grain baby food,baby grain vegetable,0.622,765,n,76
3128,"Babyfood, fruit, apricot with tapioca, junior",apricot babyfood fruit junior tapioca,Apricot,apricot,0.521,62104,n,67100
3129,"Babyfood, fruit, bananas with tapioca, strained",babyfood fruit strained banana tapioca,Bananas with other fruit baby food,banana fruit baby other,0.644,67106,,
3130,"Babyfood, fruit, peaches, strained",fruit babyfood strained peach,Peaches baby food,baby peach,0.6,67108,,
3131,"Babyfood, fruit, peaches, junior",fruit junior babyfood peach,Peaches baby food,baby peach,0.563,67108,,
3132,"Babyfood, fruit, pears, strained",fruit pear babyfood strained,Fruit baby NFS,fruit baby,0.603,67100,n,67109
3133,"Babyfood, fruit, pears, junior",fruit pear babyfood junior,Fruit baby NFS,fruit baby,0.572,67100,n,67109
3134,"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",babyfood fruit ascorbic acid strained without plum tapioca,Fruit baby NFS,fruit baby,0.404,67100,,
3135,"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",babyfood fruit ascorbic acid without plum junior tapioca,Fruit baby NFS,fruit baby,0.391,67100,,
3136,"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",babyfood fruit ascorbic acid strained without prune tapioca,Prunes baby food,prune baby,0.443,67110,,
3139,"Babyfood, prunes, without vitamin c, strained",babyfood c strained without prune vitamin,Prunes baby food,prune baby,0.543,67110,,
3140,"Babyfood, fruit dessert, mango with tapioca",babyfood fruit dessert mango tapioca,Milk desserts baby food,milk baby dessert,0.481,133,n,67100
3141,"Babyfood, pears, dices, toddler",toddler dice pear babyfood,Pears baby food,baby pear,0.494,67109,,
3142,"Babyfood, fruit, applesauce and apricots, strained",apricot babyfood fruit applesauce strained,Applesauce and other fruit baby food,fruit applesauce baby other,0.693,67104,,
3143,"Babyfood, fruit, applesauce and apricots, junior",apricot babyfood fruit applesauce junior,Applesauce and other fruit baby food,fruit applesauce baby other,0.669,67104,,
3144,"Babyfood, fruit, applesauce and cherries, strained",babyfood fruit cherry applesauce strained,Applesauce and other fruit baby food,fruit applesauce baby other,0.748,67104,,
3145,"Babyfood, fruit, applesauce and cherries, junior",babyfood fruit cherry applesauce junior,Applesauce and other fruit baby food,fruit applesauce baby other,0.72,67104,,
3147,"Babyfood, fruit, applesauce with banana, junior",babyfood fruit applesauce junior banana,Applesauce and other fruit baby food,fruit applesauce baby other,0.638,67104,,
3152,"Babyfood, fruit, apple and raspberry, strained",babyfood fruit apple strained raspberry,Raspberries,raspberry,0.658,63219,n,67100
3153,"Babyfood, fruit, apple and raspberry, junior",babyfood fruit apple junior raspberry,Raspberries,raspberry,0.631,63219,n,67100
3154,"Babyfood, fruit and vegetable, apple and sweet potato",babyfood fruit apple sweet potato vegetable,Beef with vegetable no potatoes,potato beef vegetable,0.673,2741,n,676
3156,"Babyfood, fruit, bananas and pineapple with tapioca, junior",pineapple babyfood fruit junior banana tapioca,Bananas with other fruit baby food,banana fruit baby other,0.545,67106,n,67100
3157,"Babyfood, fruit, bananas and pineapple with tapioca, strained",pineapple babyfood fruit strained banana tapioca,Pears and pineapple baby food,baby pear pineapple,0.584,67114,n,67100
3158,"Babyfood, fruit, pears and pineapple, strained",pineapple pear babyfood fruit strained,Pears and pineapple baby food,baby pear pineapple,0.776,67114,,
3159,"Babyfood, fruit, pears and pineapple, junior",pineapple pear babyfood fruit junior,Pears and pineapple baby food,baby pear pineapple,0.728,67114,,
3161,"Babyfood, peaches, dices, toddler",toddler dice babyfood peach,Peaches baby food,baby peach,0.542,67108,,
3163,"Babyfood, fruit, bananas with apples and pears, strained",pear babyfood fruit apple strained banana,Bananas with other fruit baby food,banana fruit baby other,0.665,67106,,
3164,"Babyfood, fruit, apple and blueberry, strained",babyfood fruit blueberry apple strained,Blueberries,blueberry,0.642,62105,n,67104
3165,"Babyfood, fruit, apple and blueberry, junior",babyfood fruit blueberry apple junior,Blueberries,blueberry,0.624,62105,n,67104
3166,"Babyfood, juice, apple",apple babyfood juice,Apple baby food,apple baby,0.694,67101,n,672
3167,"Babyfood, apple-banana juice",banana apple babyfood juice,Bananas baby food,banana baby,0.722,67105,n,672
3168,"Babyfood, juice, apple and peach",apple babyfood juice peach,Apples and pears baby food,apple baby pear,0.639,67113,n,672
3171,"Babyfood, juice, apple and prune",prune apple babyfood juice,Prunes baby food,prune baby,0.657,67110,n,672
3172,"Babyfood, juice, orange",orange babyfood juice,Orange tangerine or juice blend,juice blend tangerine orange,0.611,6121,n,672
3174,"Babyfood, juice, orange and apple and banana",babyfood apple juice banana orange,Bananas baby food,banana baby,0.67,67105,n,672
3179,"Babyfood, juice, mixed fruit",fruit mixed babyfood juice,Fruits and juices baby food,fruit baby juice,0.742,67,n,672
3181,"Babyfood, cereal, barley, dry fortified",babyfood barley dry fortified cereal,Bread barley,barley bread,0.557,51801,n,578
3184,"Babyfood, cereal, whole wheat, with apples, dry fortified",babyfood apple cereal dry fortified whole wheat,Whole wheat breads,bread whole wheat,0.513,5120,n,578
3185,"Babyfood, cereal, mixed, dry fortified",babyfood mixed dry fortified cereal,Water bottled fortified,water bottled fortified,0.52,942,n,578
3186,"Babyfood, cereal, mixed, with bananas, dry",babyfood mixed dry banana cereal,Bananas baby food,banana baby,0.7,67105,n,578
3187,"Babyfood, cereal, mixed, with applesauce and bananas, strained",babyfood applesauce strained mixed banana cereal,Applesauce baby food,applesauce baby,0.619,67102,n,578
3188,"Babyfood, cereal, mixed, with applesauce and bananas, junior, fortified",babyfood applesauce mixed fortified junior banana cereal,Applesauce baby food,applesauce baby,0.533,67102,n,578
3189,"Babyfood, cereal, oatmeal, dry fortified",babyfood dry fortified oatmeal cereal,Oatmeal,oatmeal,0.547,56203,n,578
3190,"Babyfood, cereal, oatmeal, with bananas, dry",babyfood dry banana oatmeal cereal,Bananas baby food,banana baby,0.666,67105,n,578
3191,"Babyfood, cereal, oatmeal, with applesauce and bananas, strained",babyfood applesauce strained banana oatmeal cereal,Applesauce baby food,applesauce baby,0.601,67102,n,578
3192,"Babyfood, cereal, oatmeal, with applesauce and bananas, junior, fortified",babyfood applesauce fortified junior banana oatmeal cereal,Applesauce baby food,applesauce baby,0.524,67102,n,578
3194,"Babyfood, cereal, Rice, dry, fortified",babyfood rice dry fortified cereal,Water bottled fortified,water bottled fortified,0.537,942,n,578
3195,"Babyfood, cereal, rice, with applesauce and bananas, strained",babyfood rice applesauce strained banana cereal,Applesauce baby food,applesauce baby,0.649,67102,n,578
3205,"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",instant babyfood fruit toddler dry fortified oatmeal cereal,Fruits with cereal baby food,fruit baby cereal,0.509,673,n,578
3206,"Babyfood, cookie, baby, fruit",fruit cookie baby babyfood,Fruit baby NFS,fruit baby,0.74,67100,n,538
3209,"Babyfood, crackers, vegetable",cracker babyfood vegetable,Vegetables with meat baby food,meat baby vegetable,0.693,766,n,538
3212,"Babyfood, cereal, rice, with bananas, dry",babyfood rice dry banana cereal,Bananas baby food,banana baby,0.738,67105,n,673
3213,"Babyfood, cookies",cooky babyfood,Cookies and bars baby food,baby cooky bar,0.742,538,,
3215,"Babyfood, pretzels",babyfood pretzel,Pretzels,pretzel,0.785,54408,n,5435
3216,"Babyfood, teething biscuits",biscuit teething babyfood,Biscuits,biscuit,0.605,521,n,5435
3217,Zwieback,zwieback,Sweet bread or Zwieback toast,zwieback sweet toast bread,0.789,55188,n,51188
3220,"Babyfood, dessert, dutch apple, strained",babyfood apple strained dutch dessert,Milk desserts baby food,milk baby dessert,0.5,133,n,67100
3221,"Babyfood, dessert, dutch apple, junior",babyfood apple dutch dessert junior,Milk desserts baby food,milk baby dessert,0.472,133,,67100
3222,"Babyfood, cherry cobbler, junior",cobbler cherry babyfood junior,Cobblers,cobbler,0.612,53410,,67100
3224,"Babyfood, dessert, cherry vanilla pudding, strained",vanilla babyfood cherry strained pudding dessert,Milk desserts baby food,milk baby dessert,0.486,133,,67100
3225,"Babyfood, dessert, cherry vanilla pudding, junior",vanilla babyfood cherry pudding dessert junior,Milk desserts baby food,milk baby dessert,0.459,133,,67100
3227,"Babyfood, dessert, peach cobbler, strained",babyfood peach strained dessert cobbler,Cobblers,cobbler,0.568,53410,,67100
3228,"Babyfood, dessert, peach cobbler, junior",babyfood peach dessert junior cobbler,Cobblers,cobbler,0.559,53410,,67100
3233,"Babyfood, dessert, fruit pudding, pineapple, strained",pineapple babyfood fruit strained pudding dessert,Pudding with fruit,fruit pudding,0.571,1324,,67100
3235,"Babyfood, dessert, fruit dessert, without ascorbic acid, strained",babyfood fruit ascorbic acid strained without dessert,Milk desserts baby food,milk baby dessert,0.445,133,,67100
3236,"Babyfood, dessert, fruit dessert, without ascorbic acid, junior",babyfood fruit ascorbic acid without dessert junior,Milk desserts baby food,milk baby dessert,0.421,133,,67100
3245,"Babyfood, dessert, custard pudding, vanilla, strained",vanilla babyfood strained custard pudding dessert,Puddings custards and other milk,milk custard pudding other,0.587,132,n,1326
3246,"Babyfood, dessert, custard pudding, vanilla, junior",vanilla babyfood custard pudding dessert junior,Puddings custards and other milk,milk custard pudding other,0.562,132,n,1326
3265,"Babyfood, juice, apple and grape",apple grape babyfood juice,Apple baby food,apple baby,0.652,67101,n,672
3267,"Babyfood, juice, fruit punch, with calcium",punch babyfood fruit juice calcium,Fruits and juices baby food,fruit baby juice,0.629,67,n,672
3269,"Babyfood, juice, apple, with calcium",apple calcium babyfood juice,Apple baby food,apple baby,0.552,67101,n,672
3274,"Babyfood, dinner, vegetables and chicken, junior",babyfood chicken dinner junior vegetable,Vegetables with grain baby food,baby grain vegetable,0.549,765,n,2764
3279,"Babyfood, dinner, mixed vegetable, junior",babyfood dinner mixed junior vegetable,Mixed vegetables,mixed vegetable,0.654,75311,n,76
3280,"Babyfood, fruit, bananas with tapioca, junior",babyfood fruit junior banana tapioca,Bananas with other fruit baby food,banana fruit baby other,0.615,67106,,
3282,"Babyfood, vegetables, mix vegetables junior",junior mix babyfood vegetable,Vegetables with meat baby food,meat baby vegetable,0.627,766,,
3283,"Babyfood, vegetables, garden vegetable, strained",garden babyfood strained vegetable,Vegetables with grain baby food,baby grain vegetable,0.674,765,,
3287,"Babyfood, dinner, beef noodle, junior",beef babyfood dinner junior noodle,Noodles,noodle,0.563,5611,n,578
3289,"Babyfood, apples with ham, strained",ham apple babyfood strained,Apple baby food,apple baby,0.641,67101,n,228
3290,"Babyfood, carrots and beef, strained",beef babyfood strained carrot,Carrots,carrot,0.554,731,n,766
3293,"Babyfood, plums, bananas and rice, strained",babyfood rice strained plum banana,Bananas baby food,banana baby,0.685,67105,n,673
3296,"Babyfood, dinner, turkey, rice, and vegetables, toddler",turkey babyfood rice toddler dinner vegetable,Vegetables with meat baby food,meat baby vegetable,0.534,766,n,2764
3297,"Babyfood, dinner, apples and chicken, strained",babyfood apple chicken strained dinner,Apple baby food,apple baby,0.518,67101,n,2764
3298,"Babyfood, dinner, broccoli and chicken, junior",babyfood broccoli chicken dinner junior,Broccoli,broccoli,0.565,7220,n,2764
3301,"Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS",gerber babyfood graduate fruit splasher beverage,Sherbert,sherbert,0.455,1315,n,672
3302,"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",gerber babyfood graduate yogurt melt snack,Yogurt baby food,yogurt baby,0.54,1148,,
3303,"Babyfood, dinner, sweet potatoes and chicken, strained",babyfood chicken dinner strained sweet potato,Sweet potato canned,potato sweet canned,0.606,73407,n,2764
3821,"Infant formula, MEAD JOHNSON, PREGESTIMIL, with iron, powder, not reconstituted",iron reconstituted formula powder pregestimil infant mead johnson,Infant formulas fluid reconstituted,infant fluid formula reconstituted,0.668,117,n,1172
3838,"Infant formula, MEAD JOHNSON, ENFAMIL, NUTRAMIGEN LIPIL, with iron, powder, not reconstituted, with ARA and DHA",iron reconstituted dha formula ara lipil powder nutramigen enfamil infant mead johnson,Infant formulas fluid reconstituted,infant fluid formula reconstituted,0.616,117,n,1172
3852,"Infant formula, MEAD JOHNSON, ENFAMIL, PROSOBEE LIPIL, with iron, powder, not reconstituted, with ARA and DHA",iron reconstituted dha formula ara lipil powder prosobee enfamil infant mead johnson,Infant formulas fluid reconstituted,infant fluid formula reconstituted,0.61,117,n,1172
3860,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed",child ready feed formula abbott pediasure nutrition,Formulated nutrition beverages energy drinks sports drinks function,formulated sport function energy drink beverage nutrition,0.464,95,n,1171
3867,"Infant formula, NESTLE, GOOD START SOY, with ARA and DHA, powder",start dha formula ara soy powder nestle good infant,Infant formula from powder,infant powder from formula,0.669,1172,,
3870,"Child formula, ABBOTT NUTRITION, PEDIASURE, ready-to-feed, with iron and fiber",iron child ready feed formula fiber abbott pediasure nutrition,Formulated nutrition beverages energy drinks sports drinks function,formulated sport function energy drink beverage nutrition,0.46,95,n,1171
3934,"Babyfood, corn and sweet potatoes, strained",babyfood corn strained sweet potato,Sweet potatoes,potato sweet,0.635,734,n,76
